district,locality,latitude,longitude,provice,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
Furnes,Nieuwpoort,,,Flandre Occidentale,20109634,8620,Duplex,APARTMENT,450000.0,2,102,,,Good,0,1,0,,0,,0,0
Bruxelles,Ixelles,,,Bruxelles,20140980,1050,Apartment,APARTMENT,479000.0,2,106,,2,As new,0,1,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,11417840,1180,Apartment,APARTMENT,525000.0,3,140,,2,To be done up,0,1,0,,1,9,0,0
Bruges,Knokke,51.3530828,3.2932097,Flandre Occidentale,20371350,8300,Apartment,APARTMENT,580000.0,2,55,,,Just renovated,0,1,0,,1,5,0,0
Courtrai,Deerlijk,50.8517808,3.3512805,Flandre Occidentale,10422711,8540,Apartment,APARTMENT,598500.0,14,180,,,As new,0,1,0,,0,,0,0
Anvers,Antwerpen,51.20505499999999,4.3853474,Anvers,20318383,2000,Apartment,APARTMENT,599900.0,2,120,,2,As new,0,1,0,,1,12,0,0
Bruxelles,Bruxelles,,,Bruxelles,20161498,1020,Loft,APARTMENT,655000.0,2,189,,2,As new,0,1,0,,1,38,0,0
Bruxelles,Uccle,,,Bruxelles,11118454,1180,Triplex,APARTMENT,690000.0,3,172,,2,As new,0,1,1,135,1,8,0,0
Bruxelles,IXELLES,,,Bruxelles,20166994,1050,Apartment,APARTMENT,695000.0,3,200,,,To be done up,0,1,0,,0,,0,0
Bruges,Heist-aan-Zee,51.3406226,3.2382802,Flandre Occidentale,20389140,8301,Apartment,APARTMENT,745000.0,3,140,,4,Good,0,1,0,,1,32,0,0
Bruxelles,Uccle,,,Bruxelles,20433458,1180,Penthouse,APARTMENT,745000.0,5,200,,,Good,0,1,0,,1,9,0,0
Anvers,Mortsel,51.1708195,4.4509625,Anvers,20404336,2640,Apartment,APARTMENT,329000.0,2,100,,,As new,0,0,0,,1,25,0,0
Nivelles,Court-St.-Étienne,,,Brabant Wallon,20375069,1490,Apartment,APARTMENT,349000.0,3,118,,,As new,0,1,0,,1,6,0,0
Bruxelles,Bruxelles,,,Bruxelles,10498380,1000,Penthouse,APARTMENT,320000.0,3,140,,2,To renovate,0,1,0,,0,,0,0
Bruges,Torhout,51.0615376,3.1079254,Flandre Occidentale,20197482,8820,Apartment,APARTMENT,349000.0,2,111,,,Good,0,0,0,,1,22,0,0
Anvers,Antwerpen Berchem,,,Anvers,20159374,2600,Apartment,APARTMENT,355000.0,1,70,,2,As new,0,1,1,32,1,15,0,0
Bruxelles,Woluwe-Saint-Pierre,,,Bruxelles,11216791,1150,Service_Flat,APARTMENT,375000.0,2,87,,2,Good,0,0,0,,1,39,0,0
Bruxelles,Woluwe-Saint-Pierre,,,Bruxelles,11236568,1150,Service_Flat,APARTMENT,395000.0,2,94,,2,Good,0,0,0,,1,39,0,0
Bruxelles,Woluwe-Saint-Pierre,,,Bruxelles,11216790,1150,Service_Flat,APARTMENT,405000.0,2,78,,2,Good,0,0,0,,1,19,0,0
Anvers,Berchem,51.1984462,4.412777,Anvers,20020439,2600,Apartment,APARTMENT,445000.0,4,151,,,Good,0,0,0,,1,25,0,0
Bruxelles,Ixelles,,,Bruxelles,20353726,1050,Apartment,APARTMENT,475000.0,3,133,,2,Good,0,0,0,,0,,0,0
Anvers,Antwerpen,51.2184648,4.4000046,Anvers,20311309,2000,Apartment,APARTMENT,495000.0,2,163,,,Good,0,0,0,,0,,0,0
Bruxelles,Ixelles,,,Bruxelles,11473334,1050,Duplex,APARTMENT,545000.0,2,127,,2,As new,0,1,0,,0,,0,0
Hal-Vilvorde,Wezembeek-Oppem,,,Brabant Flamand,20380374,1970,Apartment,APARTMENT,570000.0,3,157,,3,Good,0,1,0,,1,10,0,0
Bruges,Knokke-Heist,51.348765,3.2875515,Flandre Occidentale,11028599,8300,Apartment,APARTMENT,585000.0,2,55,,,Just renovated,0,0,0,,0,,0,0
Furnes,Nieuwpoort,51.1459051,2.7264569,Flandre Occidentale,11057532,8620,Duplex,APARTMENT,595000.0,4,155,,,Good,0,1,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,20417584,1180,Penthouse,APARTMENT,600000.0,3,145,,2,As new,1,1,0,,1,20,0,0
Nivelles,La Hulpe,,,Brabant Wallon,20309284,1310,Apartment,APARTMENT,635000.0,3,180,,3,As new,0,1,0,,1,20,0,0
Bruxelles,Bruxelles  1,,,Bruxelles,20390497,1000,Loft,APARTMENT,655000.0,2,198,,,As new,1,1,0,,1,36,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20259091,8300,Apartment,APARTMENT,739000.0,3,90,,2,As new,0,0,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,11341653,8300,Apartment,APARTMENT,875000.0,3,155,,4,As new,0,1,0,,1,25,1,0
Bruges,Knokke-Zoute,,,Flandre Occidentale,20212433,8300,Apartment,APARTMENT,895000.0,1,50,,2,As new,0,0,0,,0,,0,0
Louvain,Leuven,50.9018712,4.6707732,Brabant Flamand,20032257,3000,Penthouse,APARTMENT,975000.0,3,173,,4,As new,0,0,0,,1,120,0,0
Louvain,Herent,50.9018712,4.6707732,Brabant Flamand,20032255,3020,Penthouse,APARTMENT,975000.0,3,173,,4,As new,0,0,0,,1,120,0,0
Bruges,Knokke-Heist,51.3490177,3.2895716,Flandre Occidentale,20066808,8300,Duplex,APARTMENT,995000.0,3,145,,,Good,0,0,0,,0,,0,0
Bruges,Knokke,51.3395302,3.28519,Flandre Occidentale,10654808,8300,Apartment,APARTMENT,995000.0,2,83,,2,Good,0,0,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,11449060,1180,Penthouse,APARTMENT,1150000.0,2,150,,,As new,0,1,0,,0,,1,0
Bruges,Knokke-Heist,,,Flandre Occidentale,11439514,8300,Apartment,APARTMENT,1175000.0,3,100,,2,As new,0,0,0,,1,1,1,0
Bruxelles,Etterbeek,,,Bruxelles,20394320,1040,Triplex,APARTMENT,490000.0,2,100,,2,Just renovated,0,1,1,10,1,4,0,0
Gand,Gent,,,Flandre Orientale,20397044,9000,Penthouse,APARTMENT,363000.0,2,95,,,Good,0,0,0,,1,18,0,0
Bruxelles,Koekelberg,,,Bruxelles,11326290,1081,Duplex,APARTMENT,319000.0,3,105,,2,Just renovated,0,1,0,,0,,0,0
Bastogne,Bastogne,50.0080704,5.7215265,Luxembourg,20335941,6600,Apartment,APARTMENT,335000.0,3,109,,,As new,0,1,1,50,1,42,0,0
Bruxelles,Saint-Gilles,,,Bruxelles,20257412,1060,Ground_Floor,APARTMENT,365000.0,3,104,,2,To be done up,0,0,0,,0,,0,0
Bruxelles,Woluwe-Saint-Pierre,,,Bruxelles,20355702,1150,Apartment,APARTMENT,395000.0,3,125,,3,As new,0,1,0,,0,,0,0
Bruxelles,Ixelles,,,Bruxelles,20189545,1050,Apartment,APARTMENT,575000.0,2,110,,2,As new,0,1,0,,1,9,0,0
Anvers,ANTWERPEN,51.20807629999999,4.418711399999999,Anvers,20500935,2018,Apartment,APARTMENT,295000.0,2,102,,2,Good,0,1,0,,1,5,0,0
Bruxelles,Woluwe-Saint-Lambert,,,Bruxelles,20311460,1200,Penthouse,APARTMENT,599000.0,3,139,,3,As new,0,1,0,,1,16,0,0
Bruxelles,Bruxelles,,,Bruxelles,20032971,1050,Apartment,APARTMENT,695000.0,3,185,,3,Good,1,1,0,,0,,0,0
Bruges,Knokke-Heist Knokke,,,Flandre Occidentale,10480410,8300,Apartment,APARTMENT,695000.0,2,78,,,As new,0,0,0,,0,,0,0
Anvers,Wijnegem,51.223564,4.5456929,Anvers,20234354,2110,Duplex,APARTMENT,720000.0,2,180,,,As new,0,1,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20148342,8300,Apartment,APARTMENT,799000.0,2,75,,2,As new,0,0,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,11026565,8300,Apartment,APARTMENT,815000.0,3,76,,2,Just renovated,0,0,0,,0,,0,0
Bruges,Knokke,51.3533353,3.2924588,Flandre Occidentale,10866819,8300,Apartment,APARTMENT,865000.0,2,85,,2,As new,0,0,0,,0,,0,0
Bruxelles,ETTERBEEK,,,Bruxelles,20316007,1040,Penthouse,APARTMENT,875000.0,2,187,,,Just renovated,0,1,0,,1,25,0,0
Anvers,Antwerpen,,,Anvers,20138069,2000,Loft,APARTMENT,895000.0,2,200,,4,Good,0,1,0,,1,10,0,0
Bruges,Knokke,51.34027690000001,3.2878074,Flandre Occidentale,8746466,8300,Apartment,APARTMENT,950000.0,2,157,,2,As new,0,0,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20057508,8300,Apartment,APARTMENT,1050000.0,3,79,,2,As new,0,0,0,,0,,1,0
Bruxelles,Uccle,,,Bruxelles,20403061,1180,Penthouse,APARTMENT,1150000.0,3,155,,,As new,0,1,0,,1,75,0,0
Hasselt,Hasselt,,,Limbourg,20471637,3500,Apartment,APARTMENT,358000.0,3,119,,,As new,0,1,0,,1,12,0,0
Malines,Berlaar,,,Anvers,20446031,2590,Apartment,APARTMENT,408000.0,2,86,,2,As new,0,1,0,,0,,0,0
Anvers,Borsbeek,51.1944567,4.492871699999999,Anvers,20265343,2150,Ground_Floor,APARTMENT,319000.0,2,83,,,As new,0,0,0,,0,,0,0
Bruxelles,Brussel,50.8648307,4.3491892,Bruxelles,20026103,1000,Apartment,APARTMENT,345000.0,2,95,,4,As new,0,1,0,,1,5,0,0
Ostende,Oostende,51.20757,2.869946,Flandre Occidentale,20358953,8400,Apartment,APARTMENT,365000.0,2,95,,,As new,0,0,0,,1,8,0,0
Bruges,Varsenare,51.1903645,3.1561293,Flandre Occidentale,20265614,8490,Ground_Floor,APARTMENT,379000.0,1,62,,,Good,0,0,0,,1,5,0,0
Anvers,Antwerpen,,,Anvers,11392331,2000,Apartment,APARTMENT,545000.0,2,86,,,As new,0,1,0,,1,6,0,0
Anvers,Brasschaat,51.2748733,4.4713008,Anvers,11482220,2930,Apartment,APARTMENT,595000.0,2,108,,2,As new,0,1,0,,1,32,0,0
Bruges,Knokke,,,Flandre Occidentale,9970379,8300,Apartment,APARTMENT,625000.0,2,89,,,Good,0,0,0,,0,,0,0
Bruges,Knokke-Heist,51.3491779,3.2852155,Flandre Occidentale,10753052,8300,Apartment,APARTMENT,685000.0,2,104,,,As new,0,0,0,,1,4,0,0
Malines,Lier,51.1208918,4.5911588,Anvers,20023489,2500,Duplex,APARTMENT,725000.0,3,139,,,As new,0,0,0,,1,82,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,11338339,8300,Apartment,APARTMENT,875000.0,2,83,,,As new,0,0,0,,0,,0,0
Bruxelles,Forest,,,Bruxelles,20387643,1190,Apartment,APARTMENT,315000.0,3,100,,2,Good,0,0,0,,1,8,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20425680,8300,Apartment,APARTMENT,865000.0,2,70,,2,As new,0,0,0,,1,9,0,0
Courtrai,Heule,50.8444777,3.2303338,Flandre Occidentale,20326794,8501,Apartment,APARTMENT,319793.0,2,88,,,Good,0,0,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,20209370,1180,Apartment,APARTMENT,320000.0,2,70,,2,As new,0,0,0,,1,4,0,0
Ostende,Oostende,51.2166996,2.9190456,Flandre Occidentale,10875433,8400,Apartment,APARTMENT,320000.0,4,145,,,Good,0,0,0,,0,,0,0
Anvers,Antwerpen,51.2052369,4.3884055,Anvers,20259478,2000,Apartment,APARTMENT,335000.0,1,72,,,Good,0,0,0,,0,,0,0
Namur,Namur,,,Namur,20067368,5000,Apartment,APARTMENT,337481.0,2,93,,,As new,0,0,0,,1,7,0,0
Namur,Namur,,,Namur,20067371,5000,Apartment,APARTMENT,368776.0,3,112,,,As new,0,0,0,,1,25,0,0
Courtrai,Kortrijk,50.8443721,3.2298406,Flandre Occidentale,20326795,8501,Apartment,APARTMENT,392572.0,2,105,,,Good,0,0,0,,0,,0,0
Courtrai,Heule,50.8443721,3.2298406,Flandre Occidentale,20326797,8501,Apartment,APARTMENT,392572.0,2,102,,,Good,0,0,0,,0,,0,0
Bruges,Knokke,51.3490638,3.2891134,Flandre Occidentale,10427056,8300,Apartment,APARTMENT,395000.0,1,50,,,To renovate,0,0,0,,0,,0,0
Courtrai,Kortrijk,50.8443721,3.2298406,Flandre Occidentale,20326796,8501,Apartment,APARTMENT,398748.0,2,105,,,Good,0,0,0,,0,,0,0
Courtrai,Heule,50.8443721,3.2298406,Flandre Occidentale,20326793,8501,Apartment,APARTMENT,398748.0,2,105,,,Good,0,0,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,20131723,1180,Apartment,APARTMENT,430000.0,4,125,,2,Good,0,1,0,,1,4,0,0
Nivelles,Court-St.-Étienne,,,Brabant Wallon,20064318,1490,Penthouse,APARTMENT,479000.0,3,150,,,As new,0,0,0,,1,11,0,0
Tournai,Tournai,,,Hainaut,11484723,7500,Apartment,APARTMENT,495000.0,3,150,,,As new,0,1,0,,1,70,0,0
Anvers,Antwerpen,51.2112609,4.3983395,Anvers,11487601,2000,Duplex,APARTMENT,625000.0,2,112,,2,As new,0,1,1,17,1,15,0,0
Anvers,Antwerpen,51.2112609,4.3983395,Anvers,11487600,2000,Duplex,APARTMENT,725000.0,2,110,,2,As new,0,1,1,27,1,27,0,0
Anvers,Antwerpen,,,Anvers,20438488,2000,Triplex,APARTMENT,429000.0,2,122,,2,Good,0,1,0,,1,14,0,0
Courtrai,Avelgem,,,Flandre Occidentale,20423875,8580,Loft,APARTMENT,395000.0,2,168,,,As new,0,0,0,,1,8,0,0
Anvers,Antwerpen,,,Anvers,20431007,2000,Apartment,APARTMENT,475000.0,1,96,,,As new,0,1,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,20404841,1180,Penthouse,APARTMENT,1150000.0,3,150,,,As new,0,1,0,,1,75,0,0
Nivelles,Rixensart,,,Brabant Wallon,20368568,1330,Apartment,APARTMENT,315000.0,2,95,,,Just renovated,0,1,0,,0,,0,0
Dinant,Ciney,,,Namur,20197937,5590,Apartment,APARTMENT,356000.0,2,114,,2,As new,0,1,0,,1,10,0,0
Ostende,Bredene,51.2215082,2.9548761,Flandre Occidentale,20320581,8450,Duplex,APARTMENT,359000.0,3,175,,2,As new,0,1,0,,1,1,0,0
Namur,Gembloux,,,Namur,20037863,5030,Apartment,APARTMENT,369041.0,3,112,,,As new,0,0,0,,0,,0,0
Dinant,Ciney,,,Namur,20197936,5590,Apartment,APARTMENT,425000.0,2,120,,3,As new,0,1,0,,1,76,0,0
Dinant,Ciney,,,Namur,20197935,5590,Apartment,APARTMENT,438000.0,2,125,,4,As new,0,1,0,,1,28,0,0
Turnhout,Turnhout,51.3223207,4.947244599999999,Anvers,11429313,2300,Apartment,APARTMENT,450000.0,2,169,,2,As new,0,0,0,,1,15,0,0
Bruxelles,Brussel,50.86466369999999,4.3429936,Bruxelles,20026080,1000,Apartment,APARTMENT,457000.0,2,113,,4,As new,0,1,0,,1,10,0,0
Bruges,Knokke,51.3499534,3.2892946,Flandre Occidentale,20356206,8300,Apartment,APARTMENT,535000.0,2,92,,,Good,0,0,0,,0,,0,0
Dinant,Ciney,,,Namur,20197931,5590,Duplex,APARTMENT,555000.0,3,179,,3,As new,0,1,0,,1,59,0,0
Anvers,Antwerpen,,,Anvers,20228683,2000,Penthouse,APARTMENT,1095000.0,2,180,,,As new,0,1,0,,1,61,0,0
Anvers,Antwerpen,,,Anvers,20195666,2000,Apartment,APARTMENT,1150000.0,3,142,,,Good,0,1,0,,0,,0,0
Courtrai,Harelbeke,,,Flandre Occidentale,20444597,8530,Apartment,APARTMENT,650000.0,2,150,,4,As new,0,1,0,,0,,0,0
Bruges,Sint-Kruis,51.21439849999999,3.249081,Flandre Occidentale,20496524,8310,Apartment,APARTMENT,245000.0,3,120,,,To be done up,0,0,0,,0,,0,0
Bruxelles,Bruxelles,,,Bruxelles,20452295,1000,Apartment,APARTMENT,395000.0,1,70,,2,Just renovated,0,0,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,10486181,8300,Apartment,APARTMENT,695000.0,2,78,,2,As new,0,1,0,,0,,1,0
Hal-Vilvorde,Rhode-Saint-Genèse,,,Brabant Flamand,11412969,1640,Ground_Floor,APARTMENT,750000.0,3,180,,4,As new,0,1,0,,0,,0,0
Bruxelles,Uccle,,,Bruxelles,20288688,1180,Apartment,APARTMENT,760000.0,3,160,,3,As new,0,1,0,,1,1,0,1
Anvers,Antwerpen,,,Anvers,20290208,2000,Apartment,APARTMENT,800000.0,2,240,,,Good,0,1,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,11029366,8300,Apartment,APARTMENT,815000.0,3,81,,2,As new,0,1,0,,0,,0,0
Bruxelles,Bruxelles,,,Bruxelles,20296162,1000,Ground_Floor,APARTMENT,900000.0,2,186,,2,As new,0,1,1,163,0,,0,0
Bruxelles,Bruxelles,,,Bruxelles,20296378,1000,Ground_Floor,APARTMENT,1200000.0,3,234,,2,As new,0,1,1,160,0,,0,0
Bruxelles,Ixelles,,,Bruxelles,20296377,1050,Ground_Floor,APARTMENT,1200000.0,3,234,,2,As new,0,1,1,160,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20379236,8300,Apartment,APARTMENT,799000.0,2,75,,,Just renovated,0,0,0,,0,,1,0
Anvers,Antwerpen,,,Anvers,20400007,2000,Apartment,APARTMENT,1100000.0,3,171,,3,As new,0,1,0,,1,25,0,0
Bruxelles,Ixelles,,,Bruxelles,20431531,1050,Apartment,APARTMENT,325000.0,2,74,,2,Good,0,0,0,,1,2,0,0
Courtrai,Avelgem,,,Flandre Occidentale,20425482,8580,Loft,APARTMENT,375000.0,3,170,,,As new,0,0,0,,0,,0,0
Alost,Aalst,50.9373401,4.041093,Flandre Orientale,10270087,9300,Apartment,APARTMENT,319000.0,3,124,,4,As new,0,0,0,,1,12,0,0
Alost,Aalst,50.9373401,4.041093,Flandre Orientale,10187857,9300,Apartment,APARTMENT,319000.0,3,124,,4,As new,0,0,0,,1,12,0,0
Gand,Gent,51.0090764,3.7017231,Flandre Orientale,10794786,9052,Apartment,APARTMENT,530328.0,3,127,,2,As new,0,1,0,,0,,0,0
Anvers,Antwerpen,51.2112609,4.3983395,Anvers,11489986,2000,Apartment,APARTMENT,545500.0,2,97,,2,As new,0,1,0,,1,6,0,0
Gand,Gent,51.0088496,3.7022098,Flandre Orientale,10794785,9052,Apartment,APARTMENT,556453.0,3,132,,2,As new,0,1,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20104295,8301,Apartment,APARTMENT,617500.0,2,84,,2,As new,0,0,0,,1,6,0,0
Anvers,Antwerpen,51.2112609,4.3983395,Anvers,11487602,2000,Apartment,APARTMENT,650000.0,2,97,,2,As new,0,1,0,,1,7,0,0
Bruges,Knokke-Heist Knokke,,,Flandre Occidentale,11018118,8300,Apartment,APARTMENT,899000.0,1,59,,2,As new,0,0,0,,0,,0,0
Courtrai,Zwevegem,,,Flandre Occidentale,20442589,8550,Apartment,APARTMENT,498000.0,2,122,,,As new,0,1,0,,1,18,0,0
Bruxelles,SAINT-JOSSE-TEN-NOODE,,,Bruxelles,11328114,1210,Apartment,APARTMENT,335000.0,2,105,,,Just renovated,0,0,0,,0,,0,0
Anvers,Antwerpen,,,Anvers,20264005,2610,Apartment,APARTMENT,345000.0,2,119,,,As new,0,1,0,,1,9,0,0
Namur,ANDENNE,,,Namur,20308319,5300,Apartment,APARTMENT,345000.0,2,116,,,Good,0,1,0,,1,27,0,0
Malines,Willebroek,51.0530623,4.355648299999999,Anvers,11092064,2830,Penthouse,APARTMENT,360000.0,3,126,,3,As new,0,1,0,,1,97,0,0
Namur,ANDENNE,,,Namur,20308339,5300,Apartment,APARTMENT,375000.0,3,130,,,Good,0,1,0,,1,75,0,0
Hasselt,Leopoldsburg,,,Limbourg,20370216,3970,Apartment,APARTMENT,395000.0,4,239,,2,Good,0,1,1,28,1,20,0,0
Gand,Gent,51.0560017,3.7370637,Flandre Orientale,11176999,9000,Apartment,APARTMENT,395000.0,1,62,,,Good,0,0,0,,1,8,0,0
Bruges,Knokke,51.3525713,3.2886121,Flandre Occidentale,11292375,8300,Apartment,APARTMENT,398500.0,1,45,,2,Good,0,1,0,,0,,1,0
Nivelles,Wavre,,,Brabant Wallon,10451112,1300,Penthouse,APARTMENT,570000.0,3,159,,,Good,0,1,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20115927,8301,Apartment,APARTMENT,599000.0,2,84,,2,As new,0,0,0,,1,6,0,0
Gand,Gent,51.0560017,3.7370637,Flandre Orientale,11176998,9000,Apartment,APARTMENT,650000.0,2,110,,,Good,0,0,0,,1,6,0,0
Courtrai,Kortrijk,,,Flandre Occidentale,11099954,8500,Apartment,APARTMENT,455000.0,4,246,,2,As new,0,0,1,44,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20446030,8300,Apartment,APARTMENT,875000.0,2,60,,2,As new,0,1,0,,0,,0,0
Furnes,De Panne,,,Flandre Occidentale,20381013,8660,Apartment,APARTMENT,338900.0,2,89,,,Good,0,0,0,,1,7,0,0
Furnes,De Panne,,,Flandre Occidentale,20381007,8660,Apartment,APARTMENT,357300.0,2,89,,,Good,0,0,0,,1,7,0,0
Furnes,De Panne,,,Flandre Occidentale,20381014,8660,Apartment,APARTMENT,358100.0,2,94,,,Good,0,0,0,,1,8,0,0
Furnes,De Panne,,,Flandre Occidentale,20381012,8660,Apartment,APARTMENT,361000.0,2,94,,,Good,0,0,0,,1,8,0,0
Furnes,De Panne,,,Flandre Occidentale,20381010,8660,Apartment,APARTMENT,374800.0,2,94,,,Good,0,0,0,,1,8,0,0
Nivelles,Court-St.-Étienne,,,Brabant Wallon,20067839,1490,Penthouse,APARTMENT,499000.0,3,160,,,As new,0,0,0,,1,13,0,0
Anvers,Kapellen,,,Anvers,10551030,2950,Apartment,APARTMENT,840000.0,3,275,,2,Good,0,1,0,,0,,0,0
Bruges,Knokke-Heist Knokke,,,Flandre Occidentale,10711658,8300,Apartment,APARTMENT,949000.0,3,92,,2,As new,0,1,0,,1,13,0,0
Anvers,Antwerpen,,,Anvers,20074684,2000,Apartment,APARTMENT,1090000.0,3,206,,3,As new,0,1,0,,1,23,0,0
Anvers,Schilde,,,Anvers,20379232,2970,Duplex,APARTMENT,495000.0,3,172,,2,As new,0,0,0,,0,,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426552,9300,Apartment,APARTMENT,327600.0,2,91,,,Good,0,0,0,,1,13,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426512,9300,Apartment,APARTMENT,328100.0,2,91,,,Good,0,0,0,,1,13,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426513,9300,Apartment,APARTMENT,331000.0,2,91,,,Good,0,0,0,,1,16,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426546,9300,Apartment,APARTMENT,331300.0,2,91,,,Good,0,0,0,,1,16,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426548,9300,Apartment,APARTMENT,332900.0,2,91,,,Good,0,0,0,,1,13,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426511,9300,Apartment,APARTMENT,341600.0,2,89,,,Good,0,0,0,,1,42,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426524,9300,Apartment,APARTMENT,344000.0,2,92,,,Good,0,0,0,,1,30,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426518,9300,Apartment,APARTMENT,364100.0,2,106,,,Good,0,0,0,,1,8,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426537,9300,Apartment,APARTMENT,368400.0,2,106,,,Good,0,0,0,,1,8,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426528,9300,Apartment,APARTMENT,403600.0,3,117,,,Good,0,0,0,,1,18,0,0
Alost,Aalst (9300),,,Flandre Orientale,20426534,9300,Apartment,APARTMENT,416600.0,2,110,,,Good,0,0,0,,1,24,0,0
Dinant,Ciney,,,Namur,20197932,5590,Apartment,APARTMENT,356000.0,2,114,,2,As new,0,1,0,,1,10,0,0
Saint-Nicolas,Sint-Niklaas,51.1659693,4.1468701,Flandre Orientale,20139756,9100,Apartment,APARTMENT,389000.0,2,113,,,Good,0,0,0,,1,16,0,0
Turnhout,Hoogstraten,51.41138979999999,4.7632134,Anvers,20347551,2320,Duplex,APARTMENT,398000.0,3,122,,,As new,0,0,0,,1,21,0,0
Anvers,Schelle,51.1189116,4.3358919,Anvers,20281125,2627,Apartment,APARTMENT,399000.0,3,116,,2,As new,0,1,0,,1,10,0,0
Turnhout,Hoogstraten,51.41138979999999,4.7632134,Anvers,20347552,2320,Duplex,APARTMENT,425000.0,3,138,,,As new,0,0,0,,1,23,0,0
Furnes,Koksijde,,,Flandre Occidentale,20381011,8670,Apartment,APARTMENT,462618.0,2,105,,,Good,0,0,0,,1,11,0,0
Bruxelles,Bruxelles,,,Bruxelles,20282303,1000,Apartment,APARTMENT,975000.0,2,235,,,As new,0,0,0,,1,35,1,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20377483,8300,Duplex,APARTMENT,1125000.0,3,96,,2,As new,0,0,0,,0,,0,0
Hal-Vilvorde,Halle,,,Brabant Flamand,11167965,1500,Apartment,APARTMENT,322000.0,3,103,,,As new,0,0,0,,1,8,0,0
Gand,Gent,51.0090764,3.7017231,Flandre Orientale,10794789,9052,Penthouse,APARTMENT,367726.0,1,85,,2,As new,0,1,0,,0,,0,0
Anvers,Schelle,51.1189495,4.3358932,Anvers,20281124,2627,Apartment,APARTMENT,389000.0,2,105,,2,As new,0,1,0,,1,10,0,0
Malines,Bornem,51.0935125,4.2249551,Anvers,8617208,2880,Apartment,APARTMENT,435000.0,2,115,,,Good,0,0,0,,0,,0,0
Bruges,Knokke-Heist,,,Flandre Occidentale,20036509,8301,Apartment,APARTMENT,599000.0,2,84,,2,As new,0,0,0,,1,6,0,0
Bruxelles,Ixelles,,,Bruxelles,20426887,1050,Duplex,APARTMENT,920000.0,2,195,,2,As new,0,0,0,,1,13,0,0
Turnhout,Hoogstraten,51.41138979999999,4.7632134,Anvers,20347487,2320,Ground_Floor,APARTMENT,325000.0,2,86,,,As new,0,0,0,,0,,0,0
Namur,Fernelmont,,,Namur,20067360,5380,Apartment,APARTMENT,335000.0,2,90,,,As new,0,0,1,97,1,44,0,0
Namur,Namur,,,Namur,20067372,5000,Apartment,APARTMENT,360000.0,3,110,,,As new,0,0,0,,1,7,0,0
Louvain,Oud-Heverlee,50.83439509999999,4.726885600000001,Brabant Flamand,20260937,3053,Ground_Floor,APARTMENT,380000.0,1,80,,,Good,0,0,1,68,1,20,0,0
Bruxelles,Saint-Gilles,,,Bruxelles,10760580,1060,Apartment,APARTMENT,587000.0,2,113,,3,As new,0,1,0,,0,,0,0
Nivelles,Waterloo,,,Brabant Wallon,10995007,1410,Service_Flat,APARTMENT,338000.0,1,40,,,As new,0,0,0,,1,14,1,0
Malines,Puurs-Sint-Amands,51.0782387,4.276432,Anvers,20132716,2870,Penthouse,APARTMENT,429000.0,2,114,,,Good,0,0,0,,1,75,0,0
Anvers,Antwerpen,,,Anvers,20209334,2600,Apartment,APARTMENT,1195000.0,2,340,,3,As new,0,1,1,153,1,40,0,0
Nivelles,Ottignies-Louvain-la-Neuve,,,Brabant Wallon,20454222,1348,Kot,APARTMENT,599000.0,7,132,,3,Just renovated,0,1,0,,1,3,1,0
Nivelles,Chaumont-Gistoux,,,Brabant Wallon,20261448,1325,Apartment,APARTMENT,895000.0,3,154,,,As new,0,1,0,,1,125,0,0
